lat,lon,filename,geometry,index_right
28.2591,77.3409,28.2591_77.3409.png,POINT (77.3409 28.2591),23
28.7178,77.141,28.7178_77.1410.png,POINT (77.141 28.7178),17
28.659,77.6146,28.6590_77.6146.png,POINT (77.6146 28.659),24
28.6056,76.9734,28.6056_76.9734.png,POINT (76.9734 28.6056),17
28.3178,77.6322,28.3178_77.6322.png,POINT (77.6322 28.3178),23
28.7591,77.241,28.7591_77.2410.png,POINT (77.241 28.7591),17
28.6557,77.1645,28.6557_77.1645.png,POINT (77.1645 28.6557),17
28.7178,77.1821,28.7178_77.1821.png,POINT (77.1821 28.7178),17
28.5557,76.991,28.5557_76.9910.png,POINT (76.991 28.5557),17
28.709,77.0058,28.7090_77.0058.png,POINT (77.0058 28.709),17
28.209,76.9409,28.2090_76.9409.png,POINT (76.9409 28.209),16
28.959,77.2444,28.9590_77.2444.png,POINT (77.2444 28.959),18
28.959,77.2322,28.9590_77.2322.png,POINT (77.2322 28.959),18
28.6557,77.3734,28.6557_77.3734.png,POINT (77.3734 28.6557),24
28.6267,77.4321,28.6267_77.4321.png,POINT (77.4321 28.6267),24
28.4942,76.8734,28.4942_76.8734.png,POINT (76.8734 28.4942),17
28.709,77.4558,28.7090_77.4558.png,POINT (77.4558 28.709),24
28.8266,77.4822,28.8266_77.4822.png,POINT (77.4822 28.8266),24
28.8767,77.5234,28.8767_77.5234.png,POINT (77.5234 28.8767),25
28.8679,77.391,28.8679_77.3910.png,POINT (77.391 28.8679),24
28.3178,77.491,28.3178_77.4910.png,POINT (77.491 28.3178),23
28.6678,77.141,28.6678_77.1410.png,POINT (77.141 28.6678),17
28.5766,77.4646,28.5766_77.4646.png,POINT (77.4646 28.5766),24
28.7679,77.5146,28.7679_77.5146.png,POINT (77.5146 28.7679),24
28.5942,77.6443,28.5942_77.6443.png,POINT (77.6443 28.5942),24
28.7591,77.0944,28.7591_77.0944.png,POINT (77.0944 28.7591),17
28.209,77.1733,28.2090_77.1733.png,POINT (77.1733 28.209),16
28.5766,77.1058,28.5766_77.1058.png,POINT (77.1058 28.5766),17
28.2354,77.4321,28.2354_77.4321.png,POINT (77.4321 28.2354),23
28.2679,76.9321,28.2679_76.9321.png,POINT (76.9321 28.2679),16
28.3943,76.8822,28.3943_76.8822.png,POINT (76.8822 28.3943),17
28.2767,77.4944,28.2767_77.4944.png,POINT (77.4944 28.2767),23
28.6091,77.6443,28.6091_77.6443.png,POINT (77.6443 28.6091),24
28.8442,77.5944,28.8442_77.5944.png,POINT (77.5944 28.8442),24
28.7266,77.5733,28.7266_77.5733.png,POINT (77.5733 28.7266),24
28.5179,77.3233,28.5179_77.3233.png,POINT (77.3233 28.5179),17
28.6355,77.391,28.6355_77.3910.png,POINT (77.391 28.6355),24
28.359,76.8734,28.3590_76.8734.png,POINT (76.8734 28.359),17
28.909,77.1234,28.9090_77.1234.png,POINT (77.1234 28.909),18
28.4678,77.0146,28.4678_77.0146.png,POINT (77.0146 28.4678),17
28.409,77.3057,28.4090_77.3057.png,POINT (77.3057 28.409),17
28.9178,77.3822,28.9178_77.3822.png,POINT (77.3822 28.9178),25
28.5355,76.9734,28.5355_76.9734.png,POINT (76.9734 28.5355),17
28.459,77.5944,28.4590_77.5944.png,POINT (77.5944 28.459),24
28.2591,77.3145,28.2591_77.3145.png,POINT (77.3145 28.2591),16
28.5179,77.0909,28.5179_77.0909.png,POINT (77.0909 28.5179),17
28.3767,77.5733,28.3767_77.5733.png,POINT (77.5733 28.3767),24
28.2266,77.391,28.2266_77.3910.png,POINT (77.391 28.2266),23
28.2679,77.4822,28.2679_77.4822.png,POINT (77.4822 28.2679),23
28.5057,77.3822,28.5057_77.3822.png,POINT (77.3822 28.5057),24
28.8354,77.141,28.8354_77.1410.png,POINT (77.141 28.8354),17
28.7855,77.2322,28.7855_77.2322.png,POINT (77.2322 28.7855),17
28.309,77.0944,28.3090_77.0944.png,POINT (77.0944 28.309),16
28.4556,77.2146,28.4556_77.2146.png,POINT (77.2146 28.4556),17
28.3855,76.9558,28.3855_76.9558.png,POINT (76.9558 28.3855),17
28.5557,77.641,28.5557_77.6410.png,POINT (77.641 28.5557),24
28.3855,77.541,28.3855_77.5410.png,POINT (77.541 28.3855),24
28.2354,76.9822,28.2354_76.9822.png,POINT (76.9822 28.2354),16
28.7855,77.2444,28.7855_77.2444.png,POINT (77.2444 28.7855),17
28.4442,77.4409,28.4442_77.4409.png,POINT (77.4409 28.4442),24
28.3855,76.8646,28.3855_76.8646.png,POINT (76.8646 28.3855),17
28.9556,77.0443,28.9556_77.0443.png,POINT (77.0443 28.9556),18
28.9854,77.0944,28.9854_77.0944.png,POINT (77.0944 28.9854),18
28.7557,77.2943,28.7557_77.2943.png,POINT (77.2943 28.7557),17
28.2056,77.3734,28.2056_77.3734.png,POINT (77.3734 28.2056),23
28.5678,77.4734,28.5678_77.4734.png,POINT (77.4734 28.5678),24
28.3442,77.1943,28.3442_77.1943.png,POINT (77.1943 28.3442),17
28.6267,76.9822,28.6267_76.9822.png,POINT (76.9822 28.6267),17
28.7943,77.3057,28.7943_77.3057.png,POINT (77.3057 28.7943),17
28.809,77.1146,28.8090_77.1146.png,POINT (77.1146 28.809),17
28.5678,77.0234,28.5678_77.0234.png,POINT (77.0234 28.5678),17
28.2056,77.1645,28.2056_77.1645.png,POINT (77.1645 28.2056),16
28.8266,76.9321,28.8266_76.9321.png,POINT (76.9321 28.8266),17
28.8767,77.3057,28.8767_77.3057.png,POINT (77.3057 28.8767),18
28.5179,77.3409,28.5179_77.3409.png,POINT (77.3409 28.5179),24
28.6557,77.5557,28.6557_77.5557.png,POINT (77.5557 28.6557),24
28.9678,77.1943,28.9678_77.1943.png,POINT (77.1943 28.9678),18
28.8442,76.9944,28.8442_76.9944.png,POINT (76.9944 28.8442),17
28.459,77.6322,28.4590_77.6322.png,POINT (77.6322 28.459),24
28.5854,77.5733,28.5854_77.5733.png,POINT (77.5733 28.5854),24
28.6355,77.041,28.6355_77.0410.png,POINT (77.041 28.6355),17
28.3943,77.4822,28.3943_77.4822.png,POINT (77.4822 28.3943),24
28.8354,77.291,28.8354_77.2910.png,POINT (77.291 28.8354),17
28.809,76.8943,28.8090_76.8943.png,POINT (76.8943 28.809),17
28.5942,77.0146,28.5942_77.0146.png,POINT (77.0146 28.5942),17
28.2266,77.041,28.2266_77.0410.png,POINT (77.041 28.2266),16
28.9556,77.3943,28.9556_77.3943.png,POINT (77.3943 28.9556),25
28.4942,77.0234,28.4942_77.0234.png,POINT (77.0234 28.4942),17
28.309,77.3444,28.3090_77.3444.png,POINT (77.3444 28.309),23
28.8266,76.8822,28.8266_76.8822.png,POINT (76.8822 28.8266),17
28.709,76.9646,28.7090_76.9646.png,POINT (76.9646 28.709),17
28.709,76.8558,28.7090_76.8558.png,POINT (76.8558 28.709),17
28.6091,77.0146,28.6091_77.0146.png,POINT (77.0146 28.6091),17
28.4942,77.4734,28.4942_77.4734.png,POINT (77.4734 28.4942),24
28.5766,77.541,28.5766_77.5410.png,POINT (77.541 28.5766),24
28.5766,76.9558,28.5766_76.9558.png,POINT (76.9558 28.5766),17
28.5766,76.8646,28.5766_76.8646.png,POINT (76.8646 28.5766),17
28.209,76.9233,28.2090_76.9233.png,POINT (76.9233 28.209),16
28.3178,76.891,28.3178_76.8910.png,POINT (76.891 28.3178),17
28.7557,77.1443,28.7557_77.1443.png,POINT (77.1443 28.7557),17
28.9854,77.3444,28.9854_77.3444.png,POINT (77.3444 28.9854),25
28.6678,77.5058,28.6678_77.5058.png,POINT (77.5058 28.6678),24
28.8679,77.041,28.8679_77.0410.png,POINT (77.041 28.8679),18
28.5267,77.2322,28.5267_77.2322.png,POINT (77.2322 28.5267),17
28.4678,77.6443,28.4678_77.6443.png,POINT (77.6443 28.4678),24
28.3855,77.1058,28.3855_77.1058.png,POINT (77.1058 28.3855),17
28.5557,77.2058,28.5557_77.2058.png,POINT (77.2058 28.5557),17
28.7354,77.1943,28.7354_77.1943.png,POINT (77.1943 28.7354),17
28.409,77.5234,28.4090_77.5234.png,POINT (77.5234 28.409),24
28.3855,77.4646,28.3855_77.4646.png,POINT (77.4646 28.3855),24
28.5267,77.2444,28.5267_77.2444.png,POINT (77.2444 28.5267),17
28.5678,76.8734,28.5678_76.8734.png,POINT (76.8734 28.5678),17
28.8556,77.0645,28.8556_77.0645.png,POINT (77.0645 28.8556),17
28.4442,77.0733,28.4442_77.0733.png,POINT (77.0733 28.4442),17
28.7178,77.0322,28.7178_77.0322.png,POINT (77.0322 28.7178),17
28.8556,77.6234,28.8556_77.6234.png,POINT (77.6234 28.8556),24
28.7591,77.3444,28.7591_77.3444.png,POINT (77.3444 28.7591),24
28.8556,77.2734,28.8556_77.2734.png,POINT (77.2734 28.8556),17
28.4442,77.4233,28.4442_77.4233.png,POINT (77.4233 28.4442),24
28.6678,77.291,28.6678_77.2910.png,POINT (77.291 28.6678),17
28.3057,77.4145,28.3057_77.4145.png,POINT (77.4145 28.3057),23
28.5355,77.1234,28.5355_77.1234.png,POINT (77.1234 28.5355),17
28.359,77.4734,28.3590_77.4734.png,POINT (77.4734 28.359),24
28.459,76.9944,28.4590_76.9944.png,POINT (76.9944 28.459),17
28.4556,77.4443,28.4556_77.4443.png,POINT (77.4443 28.4556),24
28.909,76.9734,28.9090_76.9734.png,POINT (76.9734 28.909),18
28.359,77.0234,28.3590_77.0234.png,POINT (77.0234 28.359),17
28.8442,77.6322,28.8442_77.6322.png,POINT (77.6322 28.8442),24
28.9556,77.6146,28.9556_77.6146.png,POINT (77.6146 28.9556),25
28.7943,77.5234,28.7943_77.5234.png,POINT (77.5234 28.7943),24
28.2679,76.8822,28.2679_76.8822.png,POINT (76.8822 28.2679),16
28.8354,77.5058,28.8354_77.5058.png,POINT (77.5058 28.8354),24
28.4854,77.4944,28.4854_77.4944.png,POINT (77.4944 28.4854),24
28.2056,77.5557,28.2056_77.5557.png,POINT (77.5557 28.2056),23
28.3943,76.9321,28.3943_76.9321.png,POINT (76.9321 28.3943),17
28.6443,77.4944,28.6443_77.4944.png,POINT (77.4944 28.6443),24
28.3556,77.1909,28.3556_77.1909.png,POINT (77.1909 28.3556),17
28.2679,77.5645,28.2679_77.5645.png,POINT (77.5645 28.2679),23
28.8442,77.491,28.8442_77.4910.png,POINT (77.491 28.8442),24
28.6267,77.4057,28.6267_77.4057.png,POINT (77.4057 28.6267),24
28.6854,77.2943,28.6854_77.2943.png,POINT (77.2943 28.6854),17
28.6267,77.0557,28.6267_77.0557.png,POINT (77.0557 28.6267),17
28.5091,77.5909,28.5091_77.5909.png,POINT (77.5909 28.5091),24
28.8855,77.0443,28.8855_77.0443.png,POINT (77.0443 28.8855),18
28.2354,77.4057,28.2354_77.4057.png,POINT (77.4057 28.2354),23
28.4854,77.641,28.4854_77.6410.png,POINT (77.641 28.4854),24
28.2354,77.0557,28.2354_77.0557.png,POINT (77.0557 28.2354),16
28.3679,76.9443,28.3679_76.9443.png,POINT (76.9443 28.3679),17
28.6443,77.641,28.6443_77.6410.png,POINT (77.641 28.6443),24
28.7442,77.2146,28.7442_77.2146.png,POINT (77.2146 28.7442),17
28.3354,77.4443,28.3354_77.4443.png,POINT (77.4443 28.3354),24
28.309,77.2558,28.3090_77.2558.png,POINT (77.2558 28.309),16
28.6942,77.5909,28.6942_77.5909.png,POINT (77.5909 28.6942),24
28.309,77.3646,28.3090_77.3646.png,POINT (77.3646 28.309),23
28.2679,76.9057,28.2679_76.9057.png,POINT (76.9057 28.2679),16
28.2557,77.1234,28.2557_77.1234.png,POINT (77.1234 28.2557),16
28.8057,76.8734,28.8057_76.8734.png,POINT (76.8734 28.8057),17
28.309,77.6058,28.3090_77.6058.png,POINT (77.6058 28.309),23
28.9854,77.2558,28.9854_77.2558.png,POINT (77.2558 28.9854),18
28.9854,77.3646,28.9854_77.3646.png,POINT (77.3646 28.9854),25
28.8679,77.0821,28.8679_77.0821.png,POINT (77.0821 28.8679),18
28.4354,77.1909,28.4354_77.1909.png,POINT (77.1909 28.4354),17
28.4178,76.8734,28.4178_76.8734.png,POINT (76.8734 28.4178),17
28.6678,77.0322,28.6678_77.0322.png,POINT (77.0322 28.6678),17
28.7178,77.291,28.7178_77.2910.png,POINT (77.291 28.7178),17
28.9854,77.6058,28.9854_77.6058.png,POINT (77.6058 28.9854),25
28.9057,77.6443,28.9057_77.6443.png,POINT (77.6443 28.9057),25
28.5179,77.3145,28.5179_77.3145.png,POINT (77.3145 28.5179),17
28.2591,77.0909,28.2591_77.0909.png,POINT (77.0909 28.2591),16
28.3178,77.5944,28.3178_77.5944.png,POINT (77.5944 28.3178),23
28.9266,76.9443,28.9266_76.9443.png,POINT (76.9443 28.9266),18
28.5267,77.2646,28.5267_77.2646.png,POINT (77.2646 28.5267),17
28.2591,77.3233,28.2591_77.3233.png,POINT (77.3233 28.2591),16
28.5267,77.3558,28.5267_77.3558.png,POINT (77.3558 28.5267),24
28.5766,77.5821,28.5766_77.5821.png,POINT (77.5821 28.5766),24
28.409,77.3321,28.4090_77.3321.png,POINT (77.3321 28.409),17
28.7591,77.6058,28.7591_77.6058.png,POINT (77.6058 28.7591),24
28.6056,77.1234,28.6056_77.1234.png,POINT (77.1234 28.6056),17
28.7178,77.5058,28.7178_77.5058.png,POINT (77.5058 28.7178),24
28.8266,77.5645,28.8266_77.5645.png,POINT (77.5645 28.8266),24
28.7591,77.2558,28.7591_77.2558.png,POINT (77.2558 28.7591),17
28.7591,77.3646,28.7591_77.3646.png,POINT (77.3646 28.7591),24
28.8767,77.2822,28.8767_77.2822.png,POINT (77.2822 28.8767),18
28.2442,77.3822,28.2442_77.3822.png,POINT (77.3822 28.2442),23
28.4766,77.1909,28.4766_77.1909.png,POINT (77.1909 28.4766),17
28.3943,77.1557,28.3943_77.1557.png,POINT (77.1557 28.3943),17
28.2767,77.2058,28.2767_77.2058.png,POINT (77.2058 28.2767),16
28.4266,77.1443,28.4266_77.1443.png,POINT (77.1443 28.4266),17
28.3057,77.4409,28.3057_77.4409.png,POINT (77.4409 28.3057),23
28.8591,77.2943,28.8591_77.2943.png,POINT (77.2943 28.8591),17
28.2943,77.5443,28.2943_77.5443.png,POINT (77.5443 28.2943),23
28.459,77.491,28.4590_77.4910.png,POINT (77.491 28.459),24
28.7056,77.1146,28.7056_77.1146.png,POINT (77.1146 28.7056),17
28.2266,77.0821,28.2266_77.0821.png,POINT (77.0821 28.2266),16
28.8178,77.1943,28.8178_77.1943.png,POINT (77.1943 28.8178),17
28.4057,77.1943,28.4057_77.1943.png,POINT (77.1943 28.4057),17
28.7943,77.3321,28.7943_77.3321.png,POINT (77.3321 28.7943),24
28.6443,76.991,28.6443_76.9910.png,POINT (76.991 28.6443),17
28.8266,76.9057,28.8266_76.9057.png,POINT (76.9057 28.8266),17
28.9942,77.3822,28.9942_77.3822.png,POINT (77.3822 28.9942),25
28.5443,77.1645,28.5443_77.1645.png,POINT (77.1645 28.5443),17
28.8354,77.0322,28.8354_77.0322.png,POINT (77.0322 28.8354),17
28.659,77.0443,28.6590_77.0443.png,POINT (77.0443 28.659),17
28.4854,76.991,28.4854_76.9910.png,POINT (76.991 28.4854),17
28.6355,77.0821,28.6355_77.0821.png,POINT (77.0821 28.6355),17
28.5443,77.3734,28.5443_77.3734.png,POINT (77.3734 28.5443),24
28.8354,77.4145,28.8354_77.4145.png,POINT (77.4145 28.8354),24
28.809,77.1557,28.8090_77.1557.png,POINT (77.1557 28.809),17
28.5678,77.4443,28.5678_77.4443.png,POINT (77.4443 28.5678),24
28.959,77.5909,28.9590_77.5909.png,POINT (77.5909 28.959),25
28.2178,76.9558,28.2178_76.9558.png,POINT (76.9558 28.2178),16
28.2178,77.541,28.2178_77.5410.png,POINT (77.541 28.2178),23
28.2178,76.8646,28.2178_76.8646.png,POINT (76.8646 28.2178),16
28.4766,76.891,28.4766_76.8910.png,POINT (76.891 28.4766),17
28.2591,77.641,28.2591_77.6410.png,POINT (77.641 28.2591),23
28.7178,77.4409,28.7178_77.4409.png,POINT (77.4409 28.7178),24
28.359,77.2146,28.3590_77.2146.png,POINT (77.2146 28.359),17
28.2767,77.3409,28.2767_77.3409.png,POINT (77.3409 28.2767),23
28.3767,77.5322,28.3767_77.5322.png,POINT (77.5322 28.3767),24
28.3057,77.5058,28.3057_77.5058.png,POINT (77.5058 28.3057),23
28.7767,77.241,28.7767_77.2410.png,POINT (77.241 28.7767),17
28.6766,77.6146,28.6766_77.6146.png,POINT (77.6146 28.6766),24
28.909,77.5443,28.9090_77.5443.png,POINT (77.5443 28.909),25
28.4854,77.0909,28.4854_77.0909.png,POINT (77.0909 28.4854),17
28.6854,77.3321,28.6854_77.3321.png,POINT (77.3321 28.6854),24
28.8679,76.9145,28.8679_76.9145.png,POINT (76.9145 28.8679),18
28.9354,77.3558,28.9354_77.3558.png,POINT (77.3558 28.9354),25
28.9678,77.6234,28.9678_77.6234.png,POINT (77.6234 28.9678),25
28.8855,77.3822,28.8855_77.3822.png,POINT (77.3822 28.8855),25
28.9354,77.2646,28.9354_77.2646.png,POINT (77.2646 28.9354),18
28.4678,77.0557,28.4678_77.0557.png,POINT (77.0557 28.4678),17
28.5355,76.9443,28.5355_76.9443.png,POINT (76.9443 28.5355),17
28.9678,77.0645,28.9678_77.0645.png,POINT (77.0645 28.9678),18
28.4556,76.8734,28.4556_76.8734.png,POINT (76.8734 28.4556),17
28.5557,77.3145,28.5557_77.3145.png,POINT (77.3145 28.5557),17
28.6443,77.0909,28.6443_77.0909.png,POINT (77.0909 28.6443),17
28.3556,77.5944,28.3556_77.5944.png,POINT (77.5944 28.3556),24
28.9678,77.2734,28.9678_77.2734.png,POINT (77.2734 28.9678),18
28.4678,77.4057,28.4678_77.4057.png,POINT (77.4057 28.4678),24
28.7557,77.3057,28.7557_77.3057.png,POINT (77.3057 28.7557),17
28.6443,77.3233,28.6443_77.3233.png,POINT (77.3233 28.6443),17
28.4266,77.2822,28.4266_77.2822.png,POINT (77.2822 28.4266),17
28.6678,77.4145,28.6678_77.4145.png,POINT (77.4145 28.6678),24
28.3057,77.291,28.3057_77.2910.png,POINT (77.291 28.3057),16
28.4854,77.3233,28.4854_77.3233.png,POINT (77.3233 28.4854),17
28.7943,77.2943,28.7943_77.2943.png,POINT (77.2943 28.7943),17
28.9942,77.0443,28.9942_77.0443.png,POINT (77.0443 28.9942),18
28.3266,77.241,28.3266_77.2410.png,POINT (77.241 28.3266),17
28.4942,77.2146,28.4942_77.2146.png,POINT (77.2146 28.4942),17
28.7266,77.5322,28.7266_77.5322.png,POINT (77.5322 28.7266),24
28.8591,77.3321,28.8591_77.3321.png,POINT (77.3321 28.8591),24
28.9766,77.3558,28.9766_77.3558.png,POINT (77.3558 28.9766),25
28.6091,77.2234,28.6091_77.2234.png,POINT (77.2234 28.6091),17
28.659,77.3822,28.6590_77.3822.png,POINT (77.3822 28.659),24
28.9766,77.2646,28.9766_77.2646.png,POINT (77.2646 28.9766),18
28.6766,77.3943,28.6766_77.3943.png,POINT (77.3943 28.6766),24
28.7679,77.5557,28.7679_77.5557.png,POINT (77.5557 28.7679),24
28.7855,77.5909,28.7855_77.5909.png,POINT (77.5909 28.7855),24
28.7056,76.8822,28.7056_76.8822.png,POINT (76.8822 28.7056),17
28.2266,76.9145,28.2266_76.9145.png,POINT (76.9145 28.2266),16
28.209,77.1322,28.2090_77.1322.png,POINT (77.1322 28.209),16
28.5942,77.2234,28.5942_77.2234.png,POINT (77.2234 28.5942),17
28.2855,77.491,28.2855_77.4910.png,POINT (77.491 28.2855),23
28.8556,77.1943,28.8556_77.1943.png,POINT (77.1943 28.8556),17
28.8943,77.3646,28.8943_77.3646.png,POINT (77.3646 28.8943),25
28.4442,77.1821,28.4442_77.1821.png,POINT (77.1821 28.4442),17
28.2591,76.991,28.2591_76.9910.png,POINT (76.991 28.2591),16
28.7354,77.2734,28.7354_77.2734.png,POINT (77.2734 28.7354),17
28.8943,77.2558,28.8943_77.2558.png,POINT (77.2558 28.8943),18
28.7354,77.0645,28.7354_77.0645.png,POINT (77.0645 28.7354),17
28.8943,77.6058,28.8943_77.6058.png,POINT (77.6058 28.8943),25
28.7354,77.6234,28.7354_77.6234.png,POINT (77.6234 28.7354),24
28.2442,77.0443,28.2442_77.0443.png,POINT (77.0443 28.2442),16
28.409,77.2943,28.4090_77.2943.png,POINT (77.2943 28.409),17
28.8767,77.1443,28.8767_77.1443.png,POINT (77.1443 28.8767),18
28.6355,76.9145,28.6355_76.9145.png,POINT (76.9145 28.6355),17
28.4354,76.891,28.4354_76.8910.png,POINT (76.891 28.4354),17
28.5557,77.3409,28.5557_77.3409.png,POINT (77.3409 28.5557),24
28.6056,76.9443,28.6056_76.9443.png,POINT (76.9443 28.6056),17
28.209,77.391,28.2090_77.3910.png,POINT (77.391 28.209),23
28.4442,77.141,28.4442_77.1410.png,POINT (77.141 28.4442),17
28.5443,77.5146,28.5443_77.5146.png,POINT (77.5146 28.5443),24
28.6179,77.5557,28.6179_77.5557.png,POINT (77.5557 28.6179),24
28.2855,77.6322,28.2855_77.6322.png,POINT (77.6322 28.2855),23
28.8679,76.9409,28.8679_76.9409.png,POINT (76.9409 28.8679),18
28.8679,77.1733,28.8679_77.1733.png,POINT (77.1733 28.8679),18
28.9266,77.1234,28.9266_77.1234.png,POINT (77.1234 28.9266),18
28.7056,77.5645,28.7056_77.5645.png,POINT (77.5645 28.7056),24
28.5942,76.9822,28.5942_76.9822.png,POINT (76.9822 28.5942),17
28.4766,77.5944,28.4766_77.5944.png,POINT (77.5944 28.4766),24
28.7557,77.2822,28.7557_77.2822.png,POINT (77.2822 28.7557),17
28.2767,77.3145,28.2767_77.3145.png,POINT (77.3145 28.2767),16
28.4266,77.3057,28.4266_77.3057.png,POINT (77.3057 28.4266),17
28.9178,77.3943,28.9178_77.3943.png,POINT (77.3943 28.9178),25
28.7178,77.4145,28.7178_77.4145.png,POINT (77.4145 28.7178),24
28.9442,77.4646,28.9442_77.4646.png,POINT (77.4646 28.9442),25
28.3767,77.4558,28.3767_77.4558.png,POINT (77.4558 28.3767),24
28.8266,77.1146,28.8266_77.1146.png,POINT (77.1146 28.8266),17
28.809,76.9321,28.8090_76.9321.png,POINT (76.9321 28.809),17
28.9442,77.1058,28.9442_77.1058.png,POINT (77.1058 28.9442),18
28.3057,77.0322,28.3057_77.0322.png,POINT (77.0322 28.3057),16
28.6091,76.9822,28.6091_76.9822.png,POINT (76.9822 28.6091),17
28.3767,77.0058,28.3767_77.0058.png,POINT (77.0058 28.3767),17
28.6854,77.5234,28.6854_77.5234.png,POINT (77.5234 28.6854),24
28.8354,77.4409,28.8354_77.4409.png,POINT (77.4409 28.8354),24
28.3266,77.0944,28.3266_77.0944.png,POINT (77.0944 28.3266),17
28.7056,76.9057,28.7056_76.9057.png,POINT (76.9057 28.7056),17
28.3556,76.891,28.3556_76.8910.png,POINT (76.891 28.3556),17
28.9354,77.2322,28.9354_77.2322.png,POINT (77.2322 28.9354),18
28.9354,77.2444,28.9354_77.2444.png,POINT (77.2444 28.9354),18
28.2943,76.9734,28.2943_76.9734.png,POINT (76.9734 28.2943),16
28.5057,77.3943,28.5057_77.3943.png,POINT (77.3943 28.5057),24
28.5179,77.2058,28.5179_77.2058.png,POINT (77.2058 28.5179),17
28.3943,76.8943,28.3943_76.8943.png,POINT (76.8943 28.3943),17
28.559,77.4646,28.5590_77.4646.png,POINT (77.4646 28.559),24
28.4057,77.2734,28.4057_77.2734.png,POINT (77.2734 28.4057),17
28.6355,76.9409,28.6355_76.9409.png,POINT (76.9409 28.6355),17
28.9057,77.4057,28.9057_77.4057.png,POINT (77.4057 28.9057),25
28.559,77.1058,28.5590_77.1058.png,POINT (77.1058 28.559),17
28.2266,77.1733,28.2266_77.1733.png,POINT (77.1733 28.2266),16
28.7767,77.0944,28.7767_77.0944.png,POINT (77.0944 28.7767),17
28.4057,77.6234,28.4057_77.6234.png,POINT (77.6234 28.4057),24
28.3679,77.1234,28.3679_77.1234.png,POINT (77.1234 28.3679),17
28.4057,77.0645,28.4057_77.0645.png,POINT (77.0645 28.4057),17
28.9057,77.0557,28.9057_77.0557.png,POINT (77.0557 28.9057),18
28.9766,77.2444,28.9766_77.2444.png,POINT (77.2444 28.9766),18
28.2266,76.9409,28.2266_76.9409.png,POINT (76.9409 28.2266),16
28.8178,77.6234,28.8178_77.6234.png,POINT (77.6234 28.8178),24
28.8178,77.0645,28.8178_77.0645.png,POINT (77.0645 28.8178),17
28.7266,77.0058,28.7266_77.0058.png,POINT (77.0058 28.7266),17
28.8178,77.2734,28.8178_77.2734.png,POINT (77.2734 28.8178),17
28.8591,77.5234,28.8591_77.5234.png,POINT (77.5234 28.8591),24
28.809,77.4822,28.8090_77.4822.png,POINT (77.4822 28.809),24
28.7266,77.4558,28.7266_77.4558.png,POINT (77.4558 28.7266),24
28.5854,76.8558,28.5854_76.8558.png,POINT (76.8558 28.5854),17
28.6091,77.4321,28.6091_77.4321.png,POINT (77.4321 28.6091),24
28.6355,77.1733,28.6355_77.1733.png,POINT (77.1733 28.6355),17
28.5854,76.9646,28.5854_76.9646.png,POINT (76.9646 28.5854),17
28.9766,77.2322,28.9766_77.2322.png,POINT (77.2322 28.9766),18
28.2855,76.9944,28.2855_76.9944.png,POINT (76.9944 28.2855),16
28.2178,77.5821,28.2178_77.5821.png,POINT (77.5821 28.2178),23
28.7442,77.4734,28.7442_77.4734.png,POINT (77.4734 28.7442),24
28.5942,77.4321,28.5942_77.4321.png,POINT (77.4321 28.5942),24
28.4178,77.4443,28.4178_77.4443.png,POINT (77.4443 28.4178),24
28.9178,77.6146,28.9178_77.6146.png,POINT (77.6146 28.9178),25
28.2354,77.6443,28.2354_77.6443.png,POINT (77.6443 28.2354),23
28.7442,77.0234,28.7442_77.0234.png,POINT (77.0234 28.7442),17
28.5057,77.6146,28.5057_77.6146.png,POINT (77.6146 28.5057),24
